Name	Strain	Temp	Source_ID	Genome
Escherichia coli	F41	37	CECT 732	
Escherichia coli	CDC 4932-53	37	CECT 733	
Escherichia coli	CDC 5306-56	37	CECT 734	
Escherichia coli	E611	37	CECT 735	
Escherichia coli	Kattwijk	37	CECT 736	
Escherichia coli	H702c	37	CECT 737	
Escherichia coli	CDC 2292-55	37	CECT 738	
Escherichia coli	Ew 227	37	CECT 739	
Escherichia coli	Canioni	37	CECT 740	
Escherichia coli	Ew 2129-54	37	CECT 741	
Escherichia coli	Cigleris	37	CECT 742	
Escherichia coli	C771	37	CECT 743	
Escherichia coli	E 1020-72	37	CECT 744	
Escherichia coli	BP 12665	37	CECT 745	
Clostridium papyrosolvens	NCIMB 11394	37	CECT 747	GCA_000175795.2
Lactiplantibacillus plantarum	DSM 20174	30	CECT 748	GCA_001434175.1; GCA_001436855.1
Lactiplantibacillus plantarum	NCIMB 7220	37	CECT 749	
Klebsiella pneumoniae	ATCC 29995	37	CECT 753	
Yersinia enterocolitica	NCTC 11174	30	CECT 754	
Corynebacterium pseudodiphtheriticum	NCTC 11136	37	CECT 755	GCA_000688415.1
Streptococcus dysgalactiae	NCTC 4335	37	CECT 758	
Corynebacterium sp	ATCC 33036	37	CECT 759	
Corynebacterium jeikeium	ATCC 33031	37	CECT 760	
Corynebacterium sp	ATCC 33033	37	CECT 761	
Corynebacterium sp	ATCC 33034	37	CECT 762	
Corynebacterium tuberculostearicum	ATCC 33035	37	CECT 763	
Corynebacterium sp	ATCC 33037	37	CECT 764	
Corynebacterium sp	ATCC 33038	37	CECT 765	
Corynebacterium sp	ATCC 33039	37	CECT 766	
Corynebacterium sp	ATCC 33040	37	CECT 767	
Streptococcus pneumoniae	CCUG 8435	37	CECT 769	
Streptococcus pneumoniae	CCUG 2226	37	CECT 770	
Streptococcus pneumoniae	CCUG 1350	37	CECT 772	
Streptococcus pneumoniae	CCUG 8436	37	CECT 773	
Streptococcus pneumoniae	CCUG 1407	37	CECT 782	
Streptococcus pneumoniae	CCTM La 1474	37	CECT 788
Clavibacter michiganensis	NCPPB 870	26	CECT 790
Xanthomonas vesicatoria	NCPPB 195	30	CECT 792
Pediococcus damnosus	DSM 20331	30	CECT 793	GCA_001437255.1
Staphylococcus aureus	CCTM La 2824	37	CECT 794
Enterococcus faecalis	CCTM La 2390	37	CECT 795
Clostridium sphenoides	NCIMB 10627	37	CECT 796	GCA_001312385.1 GCA_900105615.1
Clostridium sporogenes	DSM 1446	37	CECT 797	
Clostridium haemolyticum	NCTC 8145	37	CECT 799	
Lactobacillus helveticus	NCIMB 2889	37	CECT 800	
Streptococcus salivarius	NCIMB 10387	37	CECT 801	
Brevundimonas bacteroides	NCIMB 9790	30	CECT 802	
Streptococcus intermedius	CCUG 17827	37	CECT 803	GCA_000413475.1
Streptococcus gordonii	CCUG 18374	37	CECT 804	
Streptococcus salivarius	CCUG 17825	37	CECT 805	GCA_000785515.1
Actinomyces naeslundii	CCUG 18310	37	CECT 806	GCA_001956585.1
Actinomyces odontolyticus	CCUG 18309	37	CECT 807	
Corynebacterium pseudotuberculosis	NCTC 3450	37	CECT 808	GCA_002155265.1
Obesumbacterium proteus	NCIMB 8771	26	CECT 812	GCA_001586165.1; GCA_001655035.1
Zymomonas mobilis	NCIMB 11200	30	CECT 814	GCA_000218875.1
Fructilactobacillus lindneri	VTT E-82166	26	CECT 815	
Escherichia coli	CCTM La 1994	37	CECT 816	
Escherichia coli	CCTM La 1996	37	CECT 817	
Escherichia coli	CCTM La 2057	37	CECT 818	
Escherichia coli	CCTM La 2001	37	CECT 819	
Clostridium perfringens	NCTC 3180	37	CECT 820	
Clostridium perfringens	NCTC 8346	37	CECT 821	
Clostridium perfringens	NCTC 8533	37	CECT 822	
Acetobacter sp	NCIMB 6249	26	CECT 824	
Salmonella enterica	NCTC 10431	37	CECT 825	
Staphylococcus aureus	NCTC 5655	37	CECT 826	
Staphylococcus aureus	NCTC 5664	37	CECT 827	
Staphylococcus aureus	NCTC 7428	37	CECT 828	
Escherichia coli	B	37	CECT 831	
Escherichia coli	CCUG 11412	37	CECT 832	
Deinococcus radiodurans	CCM 1700	30	CECT 833	GCA_000685985.1; GCA_000687895.1
Brevundimonas intermedia	ATCC 15262	30	CECT 834	
Maricaulis maris	ATCC 15268	30	CECT 835	
Maricaulis maris	ATCC 15269	26	CECT 836	
Aeromonas sobria	NCIB 12065	30	CECT 837	
Aeromonas caviae	DSM 30190	30	CECT 838	GCA_000819785.1
Aeromonas hydrophila	DSM 30187	30	CECT 839	GCA_000014805.1
Beijerinckia indica	NCIMB 8712	30	CECT 840	GCA_000019845.1
Derxia gummosa	NCIMB 9064	30	CECT 841	GCA_000482785.1
Cedecea davisae	NCIMB 11889	37	CECT 842	GCA_000412335.2; GCA_001571265.1
Raoultella planticola	NCIMB 11885	30	CECT 843	GCA_000735435.1
Pseudomonas fluorescens	NCIMB 9520	30	CECT 844	
Pseudomonas aeruginosa	NCIMB 9571	26	CECT 845
Serratia marcescens	NCIMB 9155	26	CECT 846	GCA_000735445.1; GCA_000743395.1; GCA_000751195.1
Brochothrix thermosphacta	DSM 20171	26	CECT 847	GCA_000620985.1; GCA_000525935.1; GCA_001715655.1
Pimelobacter simplex	DSM 778	26	CECT 848	
Edwardsiella tarda	CCTM La 1719	30	CECT 849	GCA_000264805.1
Pantoea agglomerans	CCTM La 899	30	CECT 850	GCA_900185875.1
Klebsiella pneumoniae	CCTM La 2096	37	CECT 851	GCA_000826585.1
Klebsiella pneumoniae	CCTM La 2045	37	CECT 852	GCA_000827775.2
Serratia marcescens	DSM 1636	26	CECT 854	
Cedecea neteri	CCUG 18763	37	CECT 855	GCA_900461005.1
Citrobacter koseri	CCUG 14559	37	CECT 856	
Pluralibacter gergoviae	CCUG 14557	30	CECT 857	GCA_001598855.1
Cronobacter sakazakii	CCUG 14558	30	CECT 858	GCA_000684935.1; GCA_000982825.1
Ewingella americana	CCUG 14506	26	CECT 859	GCA_000735345.1
Klebsiella oxytoca	CCUG 15717	37	CECT 860	GCA_001598695.1
Kluyvera ascorbata	CCUG 15716	37	CECT 861	GCA_000735365.1
Kluyvera cryocrescens	CCUG 18767	37	CECT 862	GCA_001571285.1
Citrobacter amalonaticus	CCUG 4860	37	CECT 863	GCA_900460855.1
Proteus penneri	CCUG 15722	37	CECT 864	GCA_003144535.1
Providencia rettgeri	CCUG 14804	37	CECT 865	GCA_900455085.1
Providencia stuartii	CCUG 14805	37	CECT 866	GCA_900455155.1
Serratia odorifera	CCUG 14508	26	CECT 867	GCA_000163595.1
Serratia rubidaea	CCUG 10981	26	CECT 868	GCA_001304675.1; GCA_001598675.1
Tatumella ptyseos	CCUG 14188	30	CECT 869	GCA_000735525.1; GCA_900478715.1
Bifidobacterium bifidum	NCFB 2715	37	CECT 870	GCA_001025135.1
Streptococcus dysgalactiae	NCTC 4669	37	CECT 871	
Leuconostoc mesenteroides	NCFB 543	26	CECT 872	GCA_000160595.1
Leuconostoc mesenteroides	NCFB 705	30	CECT 873	
Propionibacterium freudenreichii	NCFB 566	30	CECT 874	
Propionibacterium freudenreichii	NCFB 853	30	CECT 875	
Bacillus toyonensis	BCT-7112	30	CECT 876	GCA_000496285.1
Escherichia coli	ATCC 13005	37	CECT 877	
Salmonella enterica	DSM 554	37	CECT 878	
Salmonella enterica	NCTC 12115	37	CECT 880	
Salmonella enterica	NCTC 12116	37	CECT 881	
Salmonella enterica	NCTC 12117	37	CECT 882	
Salmonella enterica	NCTC 12118	37	CECT 883	
Salmonella enterica	NCTC 10412	37	CECT 884	
Edwardsiella ictaluri	CCUG 18764	26	CECT 885	GCA_000264785.1
Edwardsiella tarda	NCIMB 2034	30	CECT 886	
Escherichia coli	lambdagt11 phage	30	CECT 887	
Escherichia coli	ATCC 37195	37	CECT 888	
Escherichia coli	ATCC 37196	37	CECT 889	
Escherichia coli	ATCC 37197	37	CECT 890	
Leuconostoc mesenteroides	NCIMB 8023	30	CECT 891	
Clostridium sporogenes	NCIMB 10696	37	CECT 892	GCA_000973705.1; GCA_001020205.1
Aeromonas salmonicida	NCIMB 1102	26	CECT 894	GCA_000820065.1
Aeromonas salmonicida	NCIMB 1110	26	CECT 895	
Aeromonas salmonicida	NCIMB 2020	26	CECT 896	GCA_000647955.1
Vibrio vulnificus	NCIMB 2136	30	CECT 897	
Vibrio vulnificus	NCIMB 2137	30	CECT 898	
Pseudomonas anguilliseptica	NCIMB 1949	26	CECT 899	GCA_900105355.1
Pseudomonas anguilliseptica	NCIMB 2185	26	CECT 900	
Pseudomonas anguilliseptica	NCIMB 2186	26	CECT 901	
Pasteurella multocida	CCTM La 1840	37	CECT 902	
Lactobacillus acidophilus	NCFB 1748	37	CECT 903	GCA_000615165.1; GCA_000469705.1
Lactobacillus curvatus	NCFB 2739	30	CECT 904	GCA_001435495.1; GCA_001311645.1
Latilactobacillus sakei	NCFB 2714	30	CECT 906	GCA_000615365.1; GCA_001434065.1; GCA_002370355.1
Streptococcus oralis	NCTC 11427	37	CECT 907	GCA_000164095.1; GCA_000148565.1
Rhizobium viscosum	NCIMB 9729	30	CECT 908	
Lysobacter gummosus	NCIMB 11896	30	CECT 909
Listeria innocua	CCUG 15531	37	CECT 910
Listeria monocytogenes	CCM 5577	37	CECT 911	
Leuconostoc mesenteroides	DSM 20484	30	CECT 912	GCA_001047695.1
Listeria ivanovii	CCUG 15528	37	CECT 913	GCA_900187195.1
Xanthomonas axonopodis	NCPPB 1420	30	CECT 914	
Salmonella enterica	CIP 55.133	37	CECT 915	
Lactococcus lactis	NCFB 712	30	CECT 916	
Listeria seeligeri	CCUG 15530	37	CECT 917	GCA_000027145.1
Jonesia denitrificans	CCUG 15532	30	CECT 918	GCA_000024065.1
Listeria welshimeri	CCUG 15529	37	CECT 919	GCA_000060285.1
Geobacillus stearothermophilus	IFO 12983	55	CECT 920	
Salmonella enterica	CCUG 12608	37	CECT 921	
Secundilactobacillus collinoides	NCIMB 10925	26	CECT 922	GCA_001435975.1; GCA_001312845.1
Pediococcus pentosaceus	NCIMB 7837	30	CECT 923	
Mannheimia haemolytica	NCTC 9712	37	CECT 924	
Limosilactobacillus reuteri	NCFB 2589	37	CECT 925	GCA_000010005.1; GCA_000016825.1
Streptococcus dysgalactiae	ATCC 9542	37	CECT 926	
Achromobacter xylosoxidans	NCIMB 12033	30	CECT 927	GCA_001457475.1
Alcaligenes faecalis	NCIMB 8156	37	CECT 928	GCA_000739855.1
Stutzerimonas stutzeri	NCIMB 11358	30	CECT 930	GCA_000219605.1
Listeria grayi	CCM 5887	37	CECT 931	GCA_000148995.1
Listeria monocytogenes	CCM 5578	37	CECT 933	
Listeria monocytogenes	CCM 5579	37	CECT 934	
Listeria monocytogenes	CIP 59.53	37	CECT 935
Listeria monocytogenes	CCM 5879	37	CECT 936
Listeria monocytogenes	CCM 5880	37	CECT 937	
Listeria monocytogenes	CCM 5881	37	CECT 938	
Listeria monocytogenes	CCM 5883	37	CECT 940	
Listeria monocytogenes	CCM 5885	37	CECT 941	
Listeria grayi	CCM 5990	37	CECT 942	
Escherichia coli	CHUV La 3631	37	CECT 943	
Komagataeibacter sp	NCIB 8753	30	CECT 944	
Pseudoalteromonas luteoviolacea	NCIMB 1893	26	CECT 945	GCA_001625655.1
Janthinobacterium lividum	NCIMB 9130	26	CECT 946	GCA_001758635.1
Zymomonas mobilis	NCIMB 8227	30	CECT 947	
Streptococcus anginosus	DSM 20563	37	CECT 948	GCA_000474055.1
Streptococcus ratti	DSM 20564	37	CECT 950	GCA_000347915.1
Planococcus citreus	CCM 316	30	CECT 951	GCA_003664125.1
Salmonella enterica	NCTC 5727	37	CECT 952	
Clostridium celerecrescens	Flors 18A	37	CECT 954	GCA_002797975.1
Yersinia ruckeri	11.4	30	CECT 955	
Yersinia ruckeri	11.29	30	CECT 956	
Staphylococcus aureus	NCTC 1803	37	CECT 957	
Streptococcus suis	CCUG 7984	37	CECT 958	GCA_900475585.1
Bacillus licheniformis	NCIMB 9443	37	CECT 959	
Enterobacter cloacae	NCIMB 12091	30	CECT 960	
Escherichia coli	NCIMB 9472	37	CECT 961	
Pasteurella multocida	NCTC 10323	37	CECT 962	
Enterococcus faecalis	NCTC 8131	37	CECT 963	
Enterococcus casseliflavus	NCIMB 9645	37	CECT 964	
Streptococcus equinus	CHUV La 3423	37	CECT 966	
Enterococcus faecalis	CHUV La 2366	37	CECT 967	
Enterococcus avium	NCDO 2369	37	CECT 968	GCA_000406965.1; GCA_000407245.1; GCA_001885775.1
Enterococcus casseliflavus	NCDO 2372	37	CECT 969	GCA_001544095.1; GCA_001885845.1
Enterococcus gallinarum	NCDO 2313	37	CECT 970	GCA_001544275.1; GCA_001886155.1
Enterococcus malodoratus	NCDO 846	37	CECT 971	GCA_000393875.1; GCA_000407185.1; GCA_001886025.1
Enterococcus mundtii	NCDO 2375	37	CECT 972	GCA_001886035.1
Streptococcus equinus	NCDO 1037	37	CECT 973	GCA_000187265.1
Streptococcus equinus	NCDO 597	37	CECT 974	GCA_000747195.1
Streptococcus alactolyticus	NCFB 1091	37	CECT 975	
Staphylococcus aureus	CCUG 9128	37	CECT 976	
Serratia marcescens	NCIMB 11851	26	CECT 977	
Aerococcus viridans	NCIB 11775	30	CECT 978	GCA_000178435.1; GCA_001543285.1
Clostridium acetobutylicum	Clostridium acetobutylicum	37	CECT 979	
Latilactobacillus sakei	NCFB 2588	30	CECT 980	
Lacticaseibacillus paracasei	NCFB 2713	30	CECT 981	
Loigolactobacillus coryniformis	NCFB 2741	30	CECT 982	GCA_000166795.1; GCA_001433765.1; GCA_002706425.1
Lactobacillus acetotolerans	NCFB 2402	30	CECT 983	
Lactococcus lactis	NCFB 2738	30	CECT 984	
Streptococcus pyogenes	NCIMB 11841	37	CECT 985	GCA_002055535.1
Streptococcus salivarius	NCIMB 8510	37	CECT 986	GCA_900474985.1
Streptococcus ferus	NCFB 2721	37	CECT 987	GCA_000372425.1; GCA_900475025.1
Lactococcus raffinolactis	DSM 20443	30	CECT 988	GCA_001591765.1; GCA_002441745.1
Streptococcus equi	DSM 20561	37	CECT 989	GCA_900156215.1
Gemella morbillorum	DSM 20572	37	CECT 991	GCA_900476045.1
Streptococcus pneumoniae	DSM 20566	37	CECT 993	GCA_001457635.1
Streptococcus uberis	DSM 20569	37	CECT 994	GCA_900475595.1; GCA_000785845.1
Salmonella enterica	NCTC 5729	37	CECT 995	
Bacillus thuringiensis	IAM 11056	30	CECT 996	
Klebsiella pneumoniae	CCUG 19208	37	CECT 997	
Myroides odoratus	NCTC 11036	30	CECT 998	GCA_000243275.1
Salmonella enterica	NCTC 10241	37	CECT 999	
Candida albicans	García-Rodríguez, J.A., 9387-R	26	CECT 1001
Candida albicans	NCYC 597	26	CECT 1002	
Candida parapsilosis		28	CECT 1004	
Candida tropicalis	1	26	CECT 1005	
Dekkera anomala	NCYC 449	26	CECT 1008	
Dekkera bruxellensis	NCYC 370	26	CECT 1009	
Dekkera bruxellensis	NCYC 395	25	CECT 1010	
Dekkera anomala	NCYC 2	26	CECT 1011	
Candida boidinii	CBS 2428	26	CECT 1014	GCA_001599335.1
Torulaspora delbrueckii	NCYC 608	26	CECT 1015	
Candida atlantica		26	CECT 1016	
Kluyveromyces marxianus	NCYC 152	26	CECT 1017	
Kluyveromyces marxianus	NCYC 6	26	CECT 1018	
Meyerozyma guilliermondii	CBS 1909	26	CECT 1019	
Meyerozyma guilliermondii	CBS 6021	26	CECT 1021	
Kodamaea ohmeri	CBS 7042	26	CECT 1022	
Bandonia marina	NCYC 784	26	CECT 1024	
Pichia kudriavzevii	NCYC 45	28	CECT 1040	
Kluyveromyces marxianus	NCYC 143	26	CECT 1043	
Candida sake	NRRL Y-1499	24	CECT 1044	
Candida suecica	CBS 5724	24	CECT 1045	
Cyberlindnera jadinii	NCYC 769	26	CECT 1060	
Cyberlindnera jadinii		26	CECT 1061	
Cyberlindnera jadinii	NCYC 359	26	CECT 1062	
Citeromyces matritensis	LeOh1	26	CECT 1065	
Citeromyces matritensis	LeOh2	26	CECT 1066	
Citeromyces matritensis	LeOh3	26	CECT 1067	
Citeromyces matritensis	MCYC 491	26	CECT 1068	
Naganishia albida	NCYC 445	25	CECT 1069	
Citeromyces matritensis	MCYC 486	26	CECT 1070	
Debaryomyces hansenii	DSM 70194	26	CECT 1071	
Naganishia albida	DSM 70215	20	CECT 1072	
Naganishia albida	Genestar 388	20	CECT 1073	
Saitozyma flava	DSM 70227	25	CECT 1074	
Filobasidiella neoformans	CBS 54	26	CECT 1075	
Cryptococcus albidus	DSM 70228	20	CECT 1076	
Cryptococcus laurentii	DSM 70766	25	CECT 1077	
Filobasidiella neoformans	DSM 70219	26	CECT 1078	
Cryptococcus terreus	DSM 70222	20	CECT 1079	
Filobasidium uniguttulatum	DSM 70225	20	CECT 1080	
Naganishia albida	CBS 5810	20	CECT 1081	
Naganishia albida	NCYC 791	20	CECT 1083	
Cryptococcus magnus	ATCC 14247	25	CECT 1084	
Cryptococcus bhutanensis	CBS 6294	25	CECT 1085	
Naganishia diffluens	ATCC 24612	25	CECT 1086	
Vishniacozyma dimennae	ATCC 22024	25	CECT 1087	
Goffeauzyma gastrica	CBS 1927	25	CECT 1089	
Cryptococcus terreus	CBS 6293	16	CECT 1090	
Dioszegia hungarica	ATCC 24291	20	CECT 1091	
Cystofilobasidium infirmominiatum	ATCC 18870	20	CECT 1092	
Cryptococcus albidus	CBS 1926	20	CECT 1093	
Sporopachydermia lactativora	CBS 5771	25	CECT 1094	
Cryptococcus laurentii	CBS 139	25	CECT 1095	
Cryptococcus peneaus	NCYC 553	25	CECT 1096	
Cryptococcus aerius	NCYC 139	25	CECT 1097	
Hannaella luteola	ATCC 10671	24	CECT 1098	
Hannaella luteola	NCYC 591	25	CECT 1099	
Cystofilobasidium macerans	ATCC 24194	25	CECT 1100	
Cystofilobasidium macerans	NCYC 586	25	CECT 1101	
Geotrichum candidum		24	CECT 1102	
Cryptococcus magnus	ATCC 24171	25	CECT 1103	
Myxozyma melibiosi	CBS 2102	24	CECT 1104	
Phaeotremella skinneri	CBS 5029	25	CECT 1105	
Cryptococcus terreus	NCYC 393	20	CECT 1106	
Wickerhamomyces anomalus	Zajara 446	26	CECT 1107	
Filobasidium uniguttulatum	CBS 1730	25	CECT 1108
Hannaella luteola		26	CECT 1109
Wickerhamomyces anomalus	NRRL Y- 993	26	CECT 1110	
Pichia holstii		26	CECT 1111	
Wickerhamomyces anomalus	NRRL Y- 2153	26	CECT 1112	
Wickerhamomyces anomalus	NRRL Y- 366-8	26	CECT 1113	GCA_001661255.1
Wickerhamomyces anomalus	NRRL Y- 366	26	CECT 1114	
Pichia membranifaciens	NRRL Y- 2026	26	CECT 1115	GCF_001661235.1
Wickerhamomyces subpelliculosus	Zájara Jiménez , No. 466	26	CECT 1116	
Wickerhamomyces anomalus	NCYC 16	26	CECT 1117	
Hanseniaspora uvarum	NCYC 245	24	CECT 1118	
Hanseniaspora vineae	NCYC 36	24	CECT 1119	
Hanseniaspora uvarum	MCYC 2065	26	CECT 1120	
Kluyveromyces lactis		26	CECT 1121	
Kluyveromyces lactis		26	CECT 1122	
Kluyveromyces marxianus		26	CECT 1123	
Nadsonia fulvescens	MCYC 2062	24	CECT 1125	
Kazachstania lodderae	NCYC 1417	26	CECT 1126	
Priceomyces carsonii		26	CECT 1129	
Kluyveromyces lactis		26	CECT 1132	
Yamadazyma scolyti	MCYC 3116	26	CECT 1134	
Rhodotorula toruloides	NCYC 162	24	CECT 1137	
Symmetrospora marina	NCYC 541	24	CECT 1139	
Rhodotorula mucilaginosa		26	CECT 1158	
Saccharomyces cerevisiae	DCL 740	26	CECT 1170	
Saccharomyces cerevisiae	NCYC 81	26	CECT 1171	
Saccharomyces cerevisiae	NCYC 86	26	CECT 1172	
Saccharomyces cerevisiae	CBS 1	26	CECT 1176	
Saccharomyces cerevisiae	YGSC A364A	26	CECT 1182	
Saccharomyces cerevisiae	YGSC 136	26	CECT 1183	
Saccharomyces cerevisiae	YGSC 104	23	CECT 1184	
Saccharomyces cerevisiae		26	CECT 1185	
Saccharomyces cerevisiae	YGSC 187	26	CECT 1187	
Saccharomyces cerevisiae	NCYC 366	26	CECT 1189	
Saccharomyces cerevisiae	DCL 2903	26	CECT 1193	
Saccharomyces cerevisiae	DCL 569	26	CECT 1194	
Saccharomyces cerevisiae		26	CECT 1195	
Kazachstania exigua	Zajara 250	26	CECT 1206	
Zygosaccharomyces rouxii	NCYC 381	26	CECT 1229	
Zygosaccharomyces rouxii	NCYC 581	26	CECT 1230	
Zygosaccharomyces rouxii	NCYC 583	26	CECT 1231	
Zygosaccharomyces rouxii	NCYC 568	26	CECT 1232	
Saccharomycopsis fibuligera	ATCC 32693	24	CECT 1238	
Saccharomycopsis fibuligera	NCYC 691	24	CECT 1239	
Yarrowia lipolytica		24	CECT 1240	
Vanrija humicola	Paris 517	25	CECT 1251	
Vanrija humicola	Paris 527	25	CECT 1266	
Vanrija humicola	Paris 528	25	CECT 1267	
Sporidiobolus pararoseus	NCYC 1428	26	CECT 1270	
Sporidiobolus salmonicolor	CBS 48	26	CECT 1274	
Cutaneotrichosporon cutaneum	CBS 58	24	CECT 1304	
Kluyveromyces lactis	NCYC 469	26	CECT 1306	
Saccharomyces cerevisiae	NCYC 74	26	CECT 1317	
Saccharomyces cerevisiae	NRRL Y-132	26	CECT 1318	
Saccharomyces cerevisiae	NRRL Y-11877	26	CECT 1319	
Saccharomyces pastorianus	NRRL Y-1551	24	CECT 1320	
Saccharomyces cerevisiae	Carlsberg Lab., 303-49	26	CECT 1323	
Saccharomyces kudriavzevii		26	CECT 1324	
Saccharomyces cerevisiae	GB 2341	26	CECT 1325	
Saccharomyces cerevisiae	CBS 4877	26	CECT 1326	
Saccharomyces cerevisiae	ACA 174	26	CECT 1327	
Saccharomyces cerevisiae	IFI 82	26	CECT 1328	
Saccharomyces cerevisiae	FJF 414	26	CECT 1329	
Saccharomyces cerevisiae	AICM 1003	24	CECT 1331	
Saccharomyces cerevisiae	AICM 1002	26	CECT 1332	
Wickerhamomyces anomalus	Feduchi 107; M13	26	CECT 1334	
Saccharomyces cerevisiae		26	CECT 1347	
Saccharomyces cerevisiae	Carlsberg Lab., 303-67	26	CECT 1351	
Saccharomyces cerevisiae	FH4C	26	CECT 1352	
Wickerhamomyces anomalus	Feduchi 3; H7TA	26	CECT 1356	
Yarrowia lipolytica		24	CECT 1357	
Geotrichum candidum	M811	26	CECT 1360	
Saccharomyces pastorianus	LEAL 556	26	CECT 1369	
Saccharomycodes ludwigii	IFI 979	26	CECT 1371	
Schizosaccharomyces octosporus		26	CECT 1374	
Schizosaccharomyces pombe		26	CECT 1375	
Schizosaccharomyces pombe		26	CECT 1376	
Schizosaccharomyces pombe		26	CECT 1378	
Schizosaccharomyces pombe		26	CECT 1379	
Schizosaccharomyces pombe		26	CECT 1381	
Saccharomycodes ludwigii	IFI 982	26	CECT 1382
Saccharomyces cerevisiae		26	CECT 1383
Saccharomyces cerevisiae		26	CECT 1384	
Saccharomyces cerevisiae		26	CECT 1385	
Saccharomyces cerevisiae	Herrliberg	26	CECT 1386	
Saccharomyces cerevisiae	NCYC 713	26	CECT 1387	
Saccharomyces cerevisiae	NCYC 447	26	CECT 1388	
Saccharomyces cerevisiae	NCYC 625	26	CECT 1389	
Wickerhamia fluorescens	MCYC 771	26	CECT 1390	
Saccharomyces cerevisiae		26	CECT 1391	
Candida albicans	CBS 2730	26	CECT 1392
Candida albicans	CBS 6431	26	CECT 1394
Saccharomyces cerevisiae	Zakian 689	26	CECT 1395	
Saccharomyces cerevisiae	Jimenez 483	26	CECT 1396	
Saccharomyces cerevisiae	6657-9B	26	CECT 1397	
Saccharomyces cerevisiae	TD 28	26	CECT 1398	
Saccharomyces cerevisiae	AH2	26	CECT 1399	
Candida tropicalis		26	CECT 1400	
Saccharomyces cerevisiae		26	CECT 1401	
Saccharomyces cerevisiae		26	CECT 1402	
Saccharomyces cerevisiae	4-3-3	26	CECT 1403	
Saccharomyces cerevisiae	Sentandreu 1022	26	CECT 1404	
Saccharomyces cerevisiae		26	CECT 1405	
Saccharomyces cerevisiae	FH4C	26	CECT 1406	
Saccharomyces cerevisiae		26	CECT 1407	
Saccharomyces cerevisiae		26	CECT 1408	
Saccharomyces cerevisiae		26	CECT 1409	
Saccharomyces cerevisiae		26	CECT 1410	
Saccharomyces cerevisiae		26	CECT 1412	
Saccharomyces cerevisiae	DBY 746	26	CECT 1413	
Saccharomyces cerevisiae	Sentandreu 8207B	26	CECT 1414	
Saccharomyces cerevisiae	Sentandreu K17/17	26	CECT 1415	
Saccharomyces cerevisiae	YGSC 104	26	CECT 1416	
Saccharomyces cerevisiae		26	CECT 1417	
Saccharomyces cerevisiae	40593580	26	CECT 1419	
Saccharomyces cerevisiae	Sentandreu Z12D	26	CECT 1421	
Saccharomyces cerevisiae	LK2G12	26	CECT 1422	
Saccharomyces cerevisiae		26	CECT 1423	
Saccharomyces cerevisiae		26	CECT 1424	
Saccharomyces cerevisiae		26	CECT 1425	
Pachysolen tannophilus		24	CECT 1426	
Candida tropicalis	ATCC 18807	28	CECT 1427	
Diutina catenulata		26	CECT 1428	
Candida fermentati		26	CECT 1429	
Cyberlindnera jadinii	ATCC 26859	26	CECT 1430	
Candida intermedia	AJ 4637	26	CECT 1431	
Kluyveromyces marxianus	ATCC 2540	26	CECT 1432	
Issatchenkia orientalis		26	CECT 1433	
Candida zeylanoides	ATCC 36768	26	CECT 1434	
Candida maritima		26	CECT 1435	
Candida metapsilosis		26	CECT 1436	
Meyerozyma guilliermondii	ATCC 20283	26	CECT 1437	
Meyerozyma guilliermondii	ATCC 26547	26	CECT 1438	
Candida albicans	ATCC 11006	26	CECT 1439	
Candida tropicalis	ATCC 750	26	CECT 1440	
Candida zeylanoides	ATCC 36275	24	CECT 1441	
Kluyveromyces marxianus	ATCC 36534	26	CECT 1442	
Saccharomyces cerevisiae	ATCC 4921	26	CECT 1443	
Hanseniaspora uvarum	NRRL Y-1614	24	CECT 1444	
Hanseniaspora valbyensis	NRRL Y-1626	24	CECT 1445	
Kluyveromyces marxianus	NRRL Y-1598	26	CECT 1446	
Millerozyma farinosa	NRRL Y-7553	26	CECT 1447	
Candida glabrata	NRRL Y-65	26	CECT 1448	GCF_000002545.3
Candida parapsilosis	NCYC 601	26	CECT 1449	
Torulaspora delbrueckii	NCYC 492	26	CECT 1450	
Dekkera bruxellensis	NCYC 823	26	CECT 1451	
Dekkera bruxellensis		26	CECT 1452	
Magnusiomyces magnusii		24	CECT 1453	
Cyberlindnera fabianii	NRRL Y-2167	26	CECT 1454	
Pichia fermentans		26	CECT 1455	
Meyerozyma guilliermondii		26	CECT 1456	
Kodamaea ohmeri		26	CECT 1457	
