Source_ID	Name	Strain	Temp	ncbiTaxID
NIES-1682	Dolichospermum planctonicum	TAC 471	20	136072
NIES-1683	Dolichospermum planctonicum	TAC 472	20	747713
NIES-1723	Dolichospermum planctonicum	yama-2	20	136072
NIES-1934	Dolichospermum planctonicum	TAC 561	20	747714
NIES-80	Dolichospermum planctonicum	TAC 42 (K-TAN-42)	22	219383
NIES-810	Dolichospermum planctonicum	TAC 421 (A3)	20	748126
NIES-811	Dolichospermum planctonicum	TAC 422 (A4)	20	748127
NIES-812	Dolichospermum planctonicum	TAC 424 (A7)	20	748128
NIES-813	Dolichospermum planctonicum	TAC 434 (A25)	20	748129
NIES-814	Dolichospermum planctonicum	TAC 435 (A26)	20	748130
NIES-815	Dolichospermum planctonicum	nan	20	748124
NIES-816	Dolichospermum planctonicum	nan	20	748125
NIES-817	Dolichospermum planctonicum	Inba 2	20	1296322
NIES-834	Dolichospermum planctonicum	nan	20	748123
NIES-1684	Dolichospermum pseudocompactum	TAC 477	20	747515
NIES-1935	Dolichospermum pseudocompactum	TAC 539	20	747515
NIES-1936	Dolichospermum pseudocompactum	TAC 541	20	747515
NIES-1937	Dolichospermum pseudocompactum	TAC 589	20	747515
NIES-1938	Dolichospermum pseudocompactum	TAC 590	20	747515
NIES-1939	Dolichospermum pseudocompactum	TAC 538	20	747515
NIES-1940	Dolichospermum pseudocompactum	TAC 540	20	747515
NIES-79	Dolichospermum pseudocompactum	TAC 28 (K-TAN-28)	25	747515
NIES-1695	Dolichospermum smithii	TAC 451	20	264682
NIES-1724	Dolichospermum smithii	yama-1	20	264682
NIES-4040	Dolichospermum smithii	Ak1397	20	264682
NIES-4041	Dolichospermum smithii	Ak1398	20	264682
NIES-818	Dolichospermum smithii	TAC 116	20	264682
NIES-819	Dolichospermum smithii	TAC 428 (A14)	20	264682
NIES-820	Dolichospermum smithii	TAC 431 (A18)	20	264682
NIES-821	Dolichospermum smithii	TAC 432 (A19)	20	264682
NIES-822	Dolichospermum smithii	TAC 450 (A51)	20	264682
NIES-823	Dolichospermum smithii	TAC 452 (210)	20	264682
NIES-824	Dolichospermum smithii	Ana Ha 1	20	264682
NIES-1697	Dolichospermum sp.	TAC 447	20	747523
NIES-1925	Dolichospermum sp.	TAC 534	20	2035006
NIES-1926	Dolichospermum sp.	TAC 535	20	2035007
NIES-1927	Dolichospermum sp.	TAC 536	20	2035008
NIES-1928	Dolichospermum sp.	TAC 537	20	2035009
NIES-1951	Dolichospermum sp.	TAC 559	20	2035010
NIES-1952	Dolichospermum sp.	TAC 560	20	-1
NIES-1954	Dolichospermum sp.	TAC 565	20	-1
NIES-1955	Dolichospermum sp.	TAC 566	20	-1
NIES-1905	Dolichospermum spiroides	TAC 504	20	135104
NIES-1950	Dolichospermum spiroides	TAC 551	20	135104
NIES-76	Dolichospermum spiroides	K-A-12	22	549792
NIES-1696	Dolichospermum ucrainicum	TAC 455	20	289438
NIES-263	Dolichospermum ucrainicum	TAC 27 (K-TAN-27)	22	289438
NIES-825	Dolichospermum ucrainicum	TAC 448 (A48)	20	289438
NIES-826	Dolichospermum ucrainicum	TAC 449 (A50)	20	289438
NIES-832	Dolichospermum ucrainicum	Ana V2	20	289438
NIES-827	Dolichospermum viguieri	TAC 433 (A23)	20	289436
NIES-2253	Dunaliella bioculata	nan	20	13790
NIES-2254	Dunaliella parva	nan	20	3048
NIES-2255	Dunaliella peircei	nan	20	147822
NIES-2256	Dunaliella primolecta	nan	20	257627
NIES-2257	Dunaliella salina	nan	20	3046
NIES-3629	Dunaliella sp.	KGW-176	20	-1
NIES-3744	Dunaliella sp.	hunazoko	20	-1
NIES-2258	Dunaliella tertiolecta	nan	20	3047
NIES-2907	Durusdinium trenchii	S24E_D1	20	1381693
NIES-1843	Dysnectes brevis	TKB-272	15	391066
NIES-137	Echinosphaeridium nordstedtii	F-56-3	20	1912068
NIES-1310	Emiliania huxleyi	MH 9	20	2903
NIES-1311	Emiliania huxleyi	MH 27	15	2903
NIES-1312	Emiliania huxleyi	MH 28	15	2903
NIES-1313	Emiliania huxleyi	MH 74	20	2903
NIES-1314	Emiliania huxleyi	YK3-87	20	2903
NIES-2370	Emiliania huxleyi	OS-5	20	2903
NIES-2371	Emiliania huxleyi	MT0610E	20	2903
NIES-2372	Emiliania huxleyi	NG-1	20	2903
NIES-2697	Emiliania huxleyi	AC472	15	2903
NIES-2777	Emiliania huxleyi	MH 350	15	2903
NIES-2778	Emiliania huxleyi	MH 352	15	2903
NIES-2873	Emiliania huxleyi	NG-26	20	2903
NIES-2874	Emiliania huxleyi	OG-9	20	2903
NIES-3362	Emiliania huxleyi	MR57N	10	2903
NIES-3363	Emiliania huxleyi	MR61N	10	2903
NIES-3364	Emiliania huxleyi	MR65N	10	2903
NIES-3365	Emiliania huxleyi	MR67N	10	2903
NIES-3366	Emiliania huxleyi	MR70N	10	2903
NIES-3367	Emiliania huxleyi	MH 550	20	2903
NIES-3653	Emiliania huxleyi	MH 545	20	2903
NIES-3654	Emiliania huxleyi	MH 534	20	2903
NIES-837	Emiliania huxleyi	EH-2	20	2903
NIES-2449	Eocercomonas echina	IVY19	20	686738
NIES-2720	Eolimna minima	K6-3	15	137466
NIES-2721	Eolimna subminuscula	K14-2	15	97223
NIES-1826	Epipyxis glabra	TKB-124	20	-1
NIES-379	Eremosphaera gigas	O-2	20	1912085
NIES-380	Eremosphaera viridis	43-23	20	163307
NIES-643	Eremosphaera viridis	92-604-E-5	20	163307
NIES-644	Eremosphaera viridis	92-604-E-3	20	163307
NIES-2745	Esquamula lacrimiformis	YPF708	20	1176540
NIES-840	Euastrum biverrucosum	nan	22	485976
NIES-772	Euastrum turgidum	84-15-75	22	-1
NIES-773	Euastrum turgidum	84-15-76	22	-1
NIES-2668	Eucampia sp.	nan	15	-1
NIES-722	Eudorina cylindrica	nan	20	51698
NIES-351	Eudorina elegans	B-Eud-6	20	47282
NIES-456	Eudorina elegans	A-5 (m)	20	47282
NIES-457	Eudorina elegans	I-14 (f)	20	47282
NIES-458	Eudorina elegans	04427-1	20	47282
NIES-568	Eudorina elegans	7914-E-6	20	47282
NIES-717	Eudorina elegans	nan	20	47282
NIES-718	Eudorina elegans	nan	20	47282
NIES-719	Eudorina elegans	nan	20	47282
NIES-720	Eudorina elegans	nan	20	47282
NIES-721	Eudorina elegans	nan	20	47282
NIES-2259	Eudorina illinoisensis	94-409-E-10	20	47286
NIES-2260	Eudorina illinoisensis	94-409-E-11	20	47286
NIES-459	Eudorina illinoisensis	5607-E-14 (f)	20	47286
NIES-460	Eudorina illinoisensis	5630-E-3 (m)	20	47286
NIES-723	Eudorina illinoisensis	nan	20	47286
NIES-856	Eudorina minodii	970728-E-8	20	135198
NIES-725	Eudorina peripheralis	nan	20	332502
NIES-726	Eudorina peripheralis	nan	20	332502
NIES-2734	Eudorina sp.	2006-703-Eu-14	20	-1
NIES-2735	Eudorina sp.	2006-703-Eu-15	20	593785
NIES-3984	Eudorina sp.	2010-623-E4	20	1941220
NIES-3985	Eudorina sp.	2010-623-E2	20	593785
NIES-4018	Eudorina sp.	2010-623-F1-E8	20	593785
NIES-4100	Eudorina sp.	2010-623-F1-E3	20	-1
NIES-1855	Eudorina unicocca	990601-IE-5	20	47783
NIES-1856	Eudorina unicocca	990601-IE-6	20	47783
NIES-1857	Eudorina unicocca	TKI-C-1	20	47783
NIES-1858	Eudorina unicocca	TKI-C-2	20	47783
NIES-724	Eudorina unicocca	nan	20	47783
NIES-3745	Euglena anabaena	Eu044	20	216134
NIES-253	Euglena clara	USI-21	20	215708
NIES-47	Euglena gracilis	nan	20	3039
NIES-48	Euglena gracilis	Z strain	20	3039
NIES-49	Euglena gracilis	nan	20	3039
NIES-286	Euglena mutabilis	nan	20	38275
NIES-2345	Euglena sp.	92-517-E-1	15	-1
NIES-3944	Euglena sp.	KKAS-131113E3	20	-1
NIES-3950	Euglena sp.	KKAS-9	20	-1
NIES-2149	Euglena viridis	nan	20	3040
NIES-461	Eunotia pectinalis	(1)-16	15	196638
NIES-381	Eutreptiella gymnastica	KGW-63-1	20	73025
NIES-2305	Eutreptiella sp.	8280G27-10	20	-1
NIES-2325	Eutreptiella sp.	813H-4	20	-1
NIES-1303	Fibrocapsa japonica	YK03-75	20	94617
NIES-1829	Fibrocapsa japonica	TKB-301	20	94617
NIES-462	Fibrocapsa japonica	HASS-8	20	94617
NIES-560	Fibrocapsa japonica	nan	20	94617
NIES-605	Fibrocapsa japonica	nan	20	94617
NIES-1378	Fibrocapsa sp.	TKB-067 (AK-09)	20	-1
NIES-2722	Fistulifera saprophila	K10-3	15	880757
NIES-2507	Flectomonas lenta	WA28	15	563746
NIES-2684	Florenciella parvula	RA000412-1-1	15	236787
NIES-2304	Florenciella sp.	810YB-10	20	-1
NIES-391	Fragilaria capucina	KEB-24	15	185980
NIES-3857	Fragilaria gracilis	Sort 141	20	-1
NIES-3451	Fukuyoa yasumotoi	KGW-232	20	439315
NIES-250	Galdieria sp.	Tsubo 53	37	130081
NIES-3638	Galdieria sulphuraria	074W	37	130081
NIES-550	Galdieria sulphuraria	002	37	130081
NIES-4119	Gambierdiscus australes	S080911_1	20	439317
NIES-4120	Gambierdiscus jejuensis	M080828_2	20	2307113
NIES-4118	Gambierdiscus scabrosus	KW070922_1	20	1524323
NIES-2764	Gambierdiscus sp.	MH 424 n1	22	-1
NIES-2765	Gambierdiscus sp.	MH 424 n2	22	-1
NIES-3448	Gambierdiscus toxicus	"KGW-250; Akajima"	20	373098
NIES-3449	Gambierdiscus toxicus	"KGW-280; Sionomisaki"	20	373098
NIES-3708	Geminocystis sp.	CIT003	20	1615909
NIES-3709	Geminocystis sp.	CIT008	20	1617448
NIES-1000	Gephyrocapsa oceanica	nan	20	38817
NIES-1315	Gephyrocapsa oceanica	MH 38	20	38817
NIES-1316	Gephyrocapsa oceanica	MH 63	20	38817
NIES-1317	Gephyrocapsa oceanica	MH 64	20	38817
NIES-1318	Gephyrocapsa oceanica	MH 73	20	38817
NIES-1319	Gephyrocapsa oceanica	YK3-7	20	38817
NIES-1328	Gephyrocapsa oceanica	TKB-001 (ym-01)	20	38817
NIES-1329	Gephyrocapsa oceanica	TKB-061 (ym-06)	20	38817
NIES-2373	Gephyrocapsa oceanica	MM4-6	20	38817
NIES-2374	Gephyrocapsa oceanica	MT3-6	20	38817
NIES-2375	Gephyrocapsa oceanica	MT0610G	20	38817
NIES-2699	Gephyrocapsa oceanica	AC279	15	38817
NIES-2700	Gephyrocapsa oceanica	ARC1(N)	15	38817
NIES-2875	Gephyrocapsa oceanica	OG-5	20	38817
NIES-3368	Gephyrocapsa oceanica	MH 573	20	38817
NIES-353	Gephyrocapsa oceanica	TMCO-2	20	38817
NIES-838	Gephyrocapsa oceanica	GO-01	20	38817
NIES-4330	Gertia stigmatica	mdd472-kt	20	2676190
NIES-1862	Giraudyopsis sp.	TKB-334	20	479716
NIES-3866	Glaucocystis bhattacharyae	118	20	1789786
NIES-2141	Glaucocystis geitleri	nan	20	1789787
NIES-1961	Glaucocystis miyajii	TKB-333	20	1789789
NIES-3867	Glaucocystis miyajii	Thu10	20	1789789
NIES-1369	Glaucocystis oocystiformis	TKB-066 (AK-08)	20	1789783
NIES-3868	Glaucocystis oocystiformis	126	20	1789783
NIES-966	Glaucocystis oocystiformis	F(6)-5	20	1789783
NIES-463	Glenodiniopsis uliginosa	TM3D-6	20	160615
NIES-931	Gloeocapsa decorticans	GLC2	24	-1
NIES-3640	Gloeomonas anomalipyrenoides	HkCl-5-3	20	1511711
NIES-3641	Gloeomonas anomalipyrenoides	97-0808-G-2-WT	20	1511711
NIES-3642	Gloeomonas anomalipyrenoides	97-0808-G-2-stg	20	1511711
NIES-447	Gloeomonas anomalipyrenoides	Kas-8	20	1511711
NIES-464	Gloeomonas lateperforata	1/4	20	647329
NIES-1002	Glossomastix chrysoplasta	nan	20	172669
NIES-1302	Glossomastix chrysoplasta	GLOSSO	20	172669
NIES-2503	Glossomastix sp.	TKB-256	20	-1
NIES-2504	Glossomastix sp.	TKB-257	20	-1
NIES-620	Gomphonema angustatum	1-36	15	1574444
NIES-465	Gomphonema gracile	Ast-1-1	15	1133656
NIES-2723	Gomphonema parvulum	U24-8	15	97227
NIES-466	Gomphonema parvulum	Tst-1-18	10	97227
NIES-467	Gomphonema parvulum	Tst-4-3	10	97227
NIES-138	Gonatozygon brebissonii	KAS-4-43	20	184482
NIES-139	Gonatozygon brebissonii	TAC 56-1 (TAN-56-1)	20	184482
NIES-247	Gonatozygon monotaenium	84-25-109	20	52235
NIES-287	Gonatozygon monotaenium	TAC 53-3 (TAN-53-3)	20	52235
NIES-1371	Goniomonas amphinema	TKB-022 (NY0129)	15	307245
NIES-1372	Goniomonas pacifica	TKB-003 (ym-03)	20	195067
NIES-1374	Goniomonas sp.	TKB-024 (NY0135)	20	1263499
NIES-1373	Goniomonas truncata	TKB-015 (NY0120)	15	31325
NIES-2455	Gonium maiaprilis	Asa041901	20	671768
NIES-2456	Gonium maiaprilis	Asa041902	20	671768
NIES-2457	Gonium maiaprilis	Asa041903	20	671768
NIES-2458	Gonium maiaprilis	AsaF1A1	20	671768
NIES-2459	Gonium maiaprilis	AsaF1A2	20	671768
NIES-2460	Gonium maiaprilis	AsaF1A3	20	671768
NIES-2461	Gonium maiaprilis	AsaF1A4	20	671768
NIES-1038	Gonium multicoccum	GQ-M-Tx-1	20	47784
NIES-1039	Gonium multicoccum	GQ-M-Tx-2	20	47784
NIES-1707	Gonium multicoccum	Asa.Goni.6	23	47784
NIES-1708	Gonium multicoccum	Asa.Goni.84	23	47784
NIES-1709	Gonium multicoccum	AsCl-1	23	47784
NIES-737	Gonium multicoccum	90-530-F1-5	20	47784
NIES-885	Gonium multicoccum	nan	20	47784
NIES-851	Gonium octonarium	GO-LC-1+	20	47785
NIES-852	Gonium octonarium	GO-LC-3-	20	47785
NIES-1710	Gonium pectorale	Kaneko3	23	33097
NIES-1711	Gonium pectorale	Kaneko4	23	33097
NIES-1712	Gonium pectorale	Kita.Goni.1	23	33097
NIES-1713	Gonium pectorale	Kita.Goni.3	23	33097
NIES-2261	Gonium pectorale	94-409-G-4	20	33097
NIES-2262	Gonium pectorale	94-409-G-6	20	33097
NIES-2863	Gonium pectorale	K3-F3-4	20	33097
NIES-4121	Gonium pectorale	2014-0520-F1-4	20	33097
NIES-4327	Gonium pectorale	2017-0423-IsgGo1	20	33097
NIES-4499	Gonium pectorale	2021-0414-F1GP-2	20	33097
NIES-4500	Gonium pectorale	2021-0414-F1GP-3	20	33097
NIES-4501	Gonium pectorale	2021-0414-F1GP-7	20	33097
NIES-4502	Gonium pectorale	2021-0414-F1GP-8	20	33097
NIES-468	Gonium pectorale	9406-10	20	33097
NIES-469	Gonium pectorale	9406-12	20	33097
NIES-569	Gonium pectorale	88-1113-G-1	20	33097
NIES-570	Gonium pectorale	88-1113-G-2	20	33097
NIES-645	Gonium pectorale	5912-6 (+)	20	33097
NIES-646	Gonium pectorale	5912-6 (-)	20	33097
NIES-647	Gonium quadratum	90-809-F1-2-1	20	51700
NIES-648	Gonium quadratum	90-809-F1-2-2	20	51700
NIES-649	Gonium quadratum	90-809-F1-2-3	20	51700
NIES-650	Gonium quadratum	90-809-F1-2-4	20	51700
NIES-651	Gonium quadratum	nan	20	51700
NIES-652	Gonium quadratum	90-423-3	20	51700
NIES-653	Gonium quadratum	90-423-2	20	51700
NIES-288	Gonium viridistellatum	G4	20	51704
NIES-289	Gonium viridistellatum	G3	20	51704
NIES-290	Gonium viridistellatum	G1	20	51704
NIES-654	Gonium viridistellatum	KY-4 (+)	20	51704
NIES-655	Gonium viridistellatum	KY-7 (-)	20	51704
NIES-857	Gonium viridistellatum	88-511-9	20	51704
NIES-1808	Gonyostomum latum	TKB-254	20	1639645
NIES-1009	Gonyostomum semen	M-87	15	375454
NIES-1380	Gonyostomum semen	TKB-132 (nak26)	20	375454
NIES-2151	Graesiella emersonii	nan	20	95581
NIES-226	Graesiella emersonii	nan	20	95581
NIES-687	Graesiella emersonii	C-104	20	95581
NIES-688	Graesiella emersonii	211/8G	20	95581
NIES-689	Graesiella emersonii	211/8H	20	95581
NIES-690	Graesiella emersonii	211/11N	20	95581
NIES-1359	Gungnir kasakii	SkCl-5	20	71746
NIES-1360	Gungnir kasakii	KhCl-3	20	71746
NIES-761	Gungnir kasakii	nan	20	71746
NIES-1869	Gungnir neglectum	IkCl-701	20	71745
NIES-3917	Gungnir neglectum	isolation 29	20	71745
NIES-439	Gungnir neglectum	T-4-19	20	71745
NIES-1834	Gymnodinium catenatum	TKB-264	20	39447
NIES-3597	Gymnodinium impudicum	KGW-36-2	20	396600
NIES-2003	Gymnodinium sp.	MHW20	20	-1
NIES-2326	Gymnodinium sp.	TKDD-11	15	-1
NIES-2946	Gymnodinium sp.	8423G	15	-1
NIES-2948	Gymnodinium sp.	TIDD-6	15	-1
NIES-3598	Gymnodinium sp.	"KGW-159; 91-1"	20	-1
NIES-3602	Gymnodinium sp.	"KGW-287; 06-2"	20	-1
NIES-3572	Gymnomonas nepalensis	NPL27	20	1983403
NIES-4107	Gymnomonas nepalensis	NIES-3572P1	20	1983403
NIES-3649	Gymnoxanthella radiolariae	elegans_symbiont	20	1798043
NIES-3604	Gyrodinium falcatum	KGW-303	20	246728
NIES-3605	Gyrodinium instriatum	KGW-270	20	1573495
NIES-3606	Gyrodinium sp.	"KGW-183; 94-3"	20	-1
NIES-144	Haematococcus lacustris	MKF-8	20	44745
NIES-2263	Haematococcus lacustris	Nakayama 5032	20	44745
NIES-2264	Haematococcus lacustris	nan	20	44745
NIES-2265	Haematococcus lacustris	Lewin DD1/73	20	44745
NIES-4141	Haematococcus lacustris	2001-814-H-1	20	44745
NIES-2892	Haematococcus sp.	M-233	20	-1
NIES-1714	Hafniomonas conica	NgCl-3	23	369744
NIES-257	Hafniomonas laevis	OUT-5	20	436124
NIES-656	Hafniomonas montana	430M3-3	20	220545
NIES-1715	Hafniomonas reticulata	MkCl-10	23	51322
NIES-1716	Hafniomonas reticulata	EbCl-11	23	51322
NIES-1717	Hafniomonas reticulata	KhCl-1	23	51322
NIES-1718	Hafniomonas reticulata	KgCl-4-5	23	51322
NIES-1841	Hafniomonas sp.	TKB-275	20	-1
NIES-1719	Hafniomonas turbinea	NrCl-4	23	369745
NIES-1720	Hafniomonas turbinea	NrCl-5	23	369745
NIES-1721	Hafniomonas turbinea	NrCl-8	23	369745
NIES-1838	Halochlorococcum sp.	TKB-269	20	2249730
NIES-1839	Halochlorococcum sp.	TKB-270	20	-1
NIES-2293	Hamakko caudatus	KzCl-4-1	20	551845
NIES-587	Hantzschia amphioxys	Wn-24	15	186034
NIES-3760	Hapalochloris nozakii	YgS1301A6	20	1835643
NIES-3761	Hapalochloris nozakii	YgS1301B5	20	1835643
NIES-3762	Hapalochloris nozakii	YgS1301C3	20	1835643
NIES-3763	Hapalochloris nozakii	YgS1301D4	20	1835643
NIES-741	Haptolina hirta	CH1	15	35142
NIES-716	Haramonas dimorpha	nan	20	162275
NIES-1870	Haramonas pauciplastida	nan	20	478668
NIES-2376	Helicosphaera wallichii	NG-2	20	664441
NIES-471	Hemidinium nasutum	87SPD-1	20	261837
NIES-1722	Hemiflagellochloris kazakhstanica	BAKg15	20	361670
NIES-2716	Hemiselmis andersenii	nan	20	464988
NIES-3356	Hemistasia phaeocystidicola	YPF1303	20	1503927
NIES-3617	Heterocapsa circularisquama	"KGW-186; Mie-94"	20	139025
NIES-3618	Heterocapsa circularisquama	"KGW-191; Uch-94"	20	139025
NIES-3619	Heterocapsa circularisquama	"KGW-198; Imari-95"	20	139025
NIES-3620	Heterocapsa circularisquama	"KGW-242; Uch-00"	20	139025
NIES-3621	Heterocapsa circularisquama	"KGW-260; Harima"	20	139025
NIES-420	Heterocapsa niei	IID-1	20	2920
NIES-472	Heterocapsa ovata	KSTH-23	20	192217
NIES-473	Heterocapsa pseudotriquetra	TMUD-2	20	2039876
NIES-1403	Heterocapsa sp.	TKB-060 (AK-04)	20	-1
NIES-2343	Heterocapsa sp.	Mie-92	20	619267
NIES-2344	Heterocapsa sp.	Uranouchi	20	-1
NIES-235	Heterocapsa triquetra	KGW-57	20	66468
NIES-7	Heterocapsa triquetra	OHet	20	66468
NIES-2581	Heterochlamydomonas lobata	Lewin ZZ.1,D/4	20	179867
NIES-157	Heterochlamydomonas monticola	KUC80-4	20	2704105
NIES-10	Heterosigma akashiwo	H-40	20	2829
NIES-146	Heterosigma akashiwo	KGW-21-2	20	2829
NIES-1986	Heterosigma akashiwo	DEM-51	20	2829
NIES-2857	Heterosigma akashiwo	TAP110 DA36	20	2829
NIES-293	Heterosigma akashiwo	8280G21-1	20	536047
NIES-3587	Heterosigma akashiwo	KGW-207-2	20	2829
NIES-5	Heterosigma akashiwo	GHE	20	2829
NIES-561	Heterosigma akashiwo	nan	20	2829
NIES-6	Heterosigma akashiwo	OHE-1	20	2829
NIES-9	Heterosigma akashiwo	H-28	20	2829
NIES-1440	Hexamita sp.	TKB-057 (NY0140)	15	-1
NIES-147	Hyalotheca dissiliens	S-9-18	20	130987
NIES-148	Hyalotheca dissiliens	S-9-22	20	130987
NIES-150	Hyalotheca dissiliens	KAS-7-8	20	130987
NIES-294	Hyalotheca dissiliens	H-1	20	130987
NIES-593	Hydrococcus rivularis	Yu-52	20	1921803
NIES-295	Hydrodictyon reticulatum	O-2	20	3107
NIES-1016	Hymenomonas coronata	M-27	15	418937
NIES-2180	Interfilum paradoxum	nan	20	519231
NIES-4331	Isochrysis sp.	Dm1	20	-1
NIES-4332	Isochrysis sp.	Dm2	20	2039266
NIES-4333	Isochrysis sp.	Dm3	20	2039264
NIES-4334	Isochrysis sp.	Sh1	20	2039260
NIES-4335	Isochrysis sp.	Sh2	20	2039261
NIES-2575	Ixipapillifera deasonii	Deason C-2-4	20	2069336
NIES-3706	Ixipapillifera pauromitos	HjCl-2	20	1661742
NIES-3707	Ixipapillifera pauromitos	EbCl-16	20	1661742
NIES-206	Kamptonema animale	nan	20	92934
NIES-2411	Karenia mikimotoi	nan	20	225107
NIES-3452	Karenia mikimotoi	"KGW-321; Hiuchi"	20	225107
NIES-4541	Karenia selliformis	KKsKs74	12	262428
NIES-4542	Karenia selliformis	KKsKs75	12	262428
NIES-4543	Karenia selliformis	LK2Ks306	12	262428
NIES-4544	Karenia selliformis	LK2Ks307	12	262428
NIES-1966	Karlodinium veneficum	TKB-327	20	407301
NIES-1334	Kathablepharis japonica	TKB-090 (nrc066)	20	339963
NIES-2008	Katodinium sp.	MHW17	20	-1
NIES-2009	Katodinium sp.	MHW18	20	-1
NIES-154	Kentrosphaera sp.	6-EBO-2	20	2249731
NIES-1968	Kipferlia bialata	"TKB-336; NY0173"	15	797122
NIES-4299	Kirchneriella sp.	sort 125	20	2563808
NIES-2408	Klebsormidium flaccidum	nan	20	3175
NIES-2285	Klebsormidium nitens	nan	20	105231
NIES-2286	Klebsormidium nitens	nan	20	105231
NIES-329	Klebsormidium sp.	nan	20	-1
NIES-3725	Korotnevella jeppesenii	A4DVDPB	20	1678066
NIES-3726	Korotnevella pelagolacustris	A16WVB	20	1897734
NIES-3575	Koshicola spirodelophila	W1C4	20	1707787
NIES-382	Lagerheimia ciliata	F37-1	20	1912069
NIES-4290	Lagerheimia genevensis	sort 29	20	202679
NIES-4293	Lagerheimia sp.	sort 46	20	2563804
NIES-1827	Lagynion subglobosum	TKB-133	20	-1
NIES-1606	Lamprothamnium succinctum	CH-100	20	539200
NIES-3776	Leiocephalium pseudosanguineum	hn13-25kt	20	2304654
NIES-3777	Leiocephalium pseudosanguineum	it12-10kt	20	2304654
NIES-1868	Lepidodinium chlorophorum	MH 210	20	107758
NIES-2766	Lepidodinium sp.	MH 355	15	-1
NIES-2767	Lepidodinium sp.	MH 358	15	-1
NIES-2768	Lepidodinium sp.	MH 359	15	-1
NIES-2769	Lepidodinium sp.	MH 360	15	1122278
NIES-2135	Leptolyngbya boryana	nan	20	1973484
NIES-2103	Leptolyngbya sp.	HK-03	20	1137093
NIES-2104	Leptolyngbya sp.	HK-04	20	1552121
NIES-2118	Leptolyngbya sp.	CU 1407/1	20	376217
NIES-2122	Leptolyngbya sp.	nan	20	1954173
NIES-2129	Leptolyngbya sp.	Allen M931	20	1973474
NIES-30	Leptolyngbya sp.	nan	20	549789
NIES-3755	Leptolyngbya sp.	ES	20	1752064
NIES-504	Leptolyngbya sp.	2st-2-4	20	2035005
NIES-1335	Leucocryptos marina	TKB-081 (nrc057)	20	299206
NIES-847	Limnothrix redekei	nan	22	132606
NIES-3735	Limnothrix sp.	SZ-16	20	1634040
NIES-588	Lithodesmium variabile	St-12	15	1514138
NIES-2209	Lobochlamys culleus	Chlamydomonas culleus	20	51693
NIES-2210	Lobochlamys culleus	nan	20	51693
NIES-2214	Lobochlamys segnis	nan	20	52035
NIES-2240	Lobochlamys segnis	nan	20	52035
NIES-474	Lobomonas monstruosa	FL	20	128465
NIES-2266	Lobomonas piriformis	nan	20	1727150
NIES-2584	Lotharella reticulosa	PROSOPE_97-1	20	948515
NIES-1871	Luteocerasus tetraplastida	TKB-258	20	669373
NIES-1376	Mallomonas sp.	TKB-089 (nrc065)	20	-1
NIES-2310	Mamiella sp.	814To-3	20	-1
NIES-2329	Mamiella sp.	Hamam	15	-1
NIES-1409	Mantoniella squamata	TKB-190 (nak79)	20	13608
NIES-1410	Marsupiomonas sp.	TKB-040 (nrc001-014)	20	354441
NIES-1824	Marsupiomonas sp.	TKB-243	20	1562198
NIES-3754	Mastigocladus sp.	SW1	45	1752063
NIES-592	Mastigocladus sp.	Yu-50	20	210994
NIES-2568	Mataza hastifera	TKB-359	20	763493
NIES-2724	Mayamaea permitis	K11-8	15	1302819
NIES-2725	Mayamaea permitis	K11-11	15	1302819
NIES-4280	Mayamaea pseudoterrestris	22	20	2872254
NIES-4281	Mayamaea terrestris	64	20	1560737
NIES-4000	Medakamo hakoo	"Medakamo hakoo 311; M. hakoo 311"	20	-1
NIES-3779	Merismopedia sp.	KAS-1505m	20	2885156
NIES-4384	Merismopedia sp.	sort 174	20	2721499
NIES-230	Merismopedia tenuissima	F98-2	20	271628
NIES-1809	Merotricha bacillata	TKB-253	20	658122
NIES-2687	Mesopedinella arctica	PROSOPE_2	20	296676
NIES-296	Mesostigma viride	KY-14	20	41882
NIES-475	Mesostigma viride	KY-Mes-2	20	41882
NIES-476	Mesostigma viride	KY-Mes-1	20	41882
NIES-477	Mesostigma viride	KY-Mes-3	20	41882
NIES-995	Mesostigma viride	Hojo1	20	41882
NIES-2287	Mesotaenium caldariorum	nan	20	31321
NIES-657	Mesotaenium kramstae	nan	20	184486
NIES-658	Mesotaenium kramstae	nan	20	184486
NIES-4214	Messastrum gracile	Sort 56	20	81816
NIES-455	Micractinium bornhemiensis	N-76-1	20	1268619
NIES-2171	Micractinium inermum	Kiyohara U-140	20	619280
NIES-151	Micractinium pusillum	F-19-4	20	126839
NIES-4129	Micractinium sp.	strain 10S	20	2050564
NIES-4130	Micractinium sp.	strain 23	20	2050565
NIES-774	Micrasterias anomala	88-95-12	22	1028386
NIES-152	Micrasterias crux-melitensis	N-90-27	20	184510
NIES-297	Micrasterias foliacea	83-24-24	20	426047
NIES-777	Micrasterias foliacea	M2-1	22	426047
NIES-778	Micrasterias foliacea	M2-2	22	426047
NIES-779	Micrasterias mahabuleshwarensis	M2-6	22	912681
NIES-780	Micrasterias mahabuleshwarensis	M2-7	22	912681
NIES-781	Micrasterias thomasiana	85-28-14	22	416308
NIES-782	Micrasterias thomasiana	85-28-57	22	416308
NIES-783	Micrasterias truncata	88-7-2	22	416309
NIES-784	Micrasterias truncata	88-8-5	22	416309
NIES-3275	Microchaete diplosiphon	nan	20	1197
