Source_ID	Name	Strain	Temp	ncbiTaxID
NIES-1779	Thorea okadae	IB6	20	261528
NIES-1780	Thorea okadae	IB7	20	261528
NIES-1781	Thorea okadae	IB8	20	261528
NIES-1782	Thorea okadae	IB9	20	261528
NIES-1783	Thorea okadae	IB10	20	261528
NIES-1784	Thorea okadae	IB11	20	261528
NIES-1785	Thorea okadae	IB12	20	261528
NIES-1786	Thorea okadae	IB13	20	261528
NIES-1787	Thorea okadae	IB14	20	261528
NIES-1788	Thorea okadae	IB15	20	261528
NIES-1789	Thorea okadae	IB16	20	261528
NIES-1790	Thorea okadae	IB17	20	261528
NIES-1791	Thorea okadae	IB18	20	261528
NIES-1792	Thorea okadae	IB19	20	261528
NIES-1793	Thorea okadae	IB20	20	261528
NIES-1794	Thorea okadae	IB21	20	261528
NIES-1795	Thorea okadae	IB22	20	261528
NIES-1796	Thorea okadae	IB23	20	261528
NIES-1797	Thorea okadae	IB24	20	261528
NIES-1798	Thorea okadae	IB25	20	261528
NIES-1799	Thorea okadae	IB26	20	261528
NIES-1800	Thorea okadae	IB27	20	261528
NIES-1801	Thorea okadae	IB28	20	261528
NIES-1802	Thorea okadae	IB29	20	261528
NIES-1803	Thorea okadae	IB30	20	261528
NIES-2045	Thorea okadae	ym1	20	261528
NIES-2046	Thorea okadae	ym2	20	261528
NIES-2047	Thorea okadae	ym3	20	261528
NIES-2048	Thorea okadae	ym6	20	261528
NIES-2049	Thorea okadae	ym8	20	261528
NIES-2050	Thorea okadae	ym9	20	261528
NIES-2051	Thorea okadae	06k1	20	261528
NIES-2052	Thorea okadae	06k3	20	261528
NIES-2053	Thorea okadae	06k4	20	261528
NIES-2054	Thorea okadae	06k6	20	261528
NIES-2055	Thorea okadae	AT1	20	261528
NIES-2056	Thorea okadae	AT2	20	261528
NIES-2057	Thorea okadae	ATC2-1	20	261528
NIES-2058	Thorea okadae	ATC2-2	20	261528
NIES-2059	Thorea okadae	AT3	20	261528
NIES-2060	Thorea okadae	AT4	20	261528
NIES-2061	Thorea okadae	AT5	20	261528
NIES-2062	Thorea okadae	06ym1	20	261528
NIES-2063	Thorea okadae	06ym2	20	261528
NIES-2064	Thorea okadae	06ym3	20	261528
NIES-2065	Thorea okadae	06ym4	20	261528
NIES-2066	Thorea okadae	06ym5	20	261528
NIES-2067	Thorea okadae	06ym6	20	261528
NIES-2068	Thorea okadae	06ym7	20	261528
NIES-2069	Thorea okadae	06ym8	20	261528
NIES-2070	Thorea okadae	06ym9	20	261528
NIES-2071	Thorea okadae	06ym10	20	261528
NIES-2072	Thorea okadae	06ym11	20	261528
NIES-2073	Thorea okadae	06ym12	20	261528
NIES-2074	Thorea okadae	06ym13	20	261528
NIES-2590	Tisochrysis lutea	Caen	20	1321669
NIES-405	Togula britannica	HASS-1	20	259926
NIES-2571	Tolypothrix sp.	nan	20	387906
NIES-4075	Tolypothrix sp.	MK-01	20	2005459
NIES-515	Tolypothrix sp.	NK-12	20	1954170
NIES-37	Tolypothrix tenuis	nan	20	457083
NIES-2299	Trachelomonas sp.	OZ-4 Eug8	20	-1
NIES-3876	Trachyrhizium urniformis	SRT104	20	1798948
NIES-1271	Trebouxia anticipata	AYO4776	20	135270
NIES-1272	Trebouxia anticipata	AYO4780	20	135270
NIES-1273	Trebouxia anticipata	AYO4870	20	135270
NIES-1274	Trebouxia arboricola	AYO4775	20	53268
NIES-1275	Trebouxia arboricola	AYO4779	20	53268
NIES-1276	Trebouxia arboricola	AYO5316	20	53268
NIES-1277	Trebouxia arboricola	AYO5321	20	53268
NIES-1278	Trebouxia corticola	AYO4774	20	103875
NIES-1279	Trebouxia corticola	AYO4777	20	103875
NIES-1280	Trebouxia corticola	AYO4860	20	103875
NIES-1281	Trebouxia corticola	AYO4863	20	103875
NIES-1282	Trebouxia corticola	AYO4864	20	103875
NIES-1283	Trebouxia corticola	AYO4865	20	103875
NIES-1284	Trebouxia corticola	AYO4867	20	103875
NIES-1286	Trebouxia corticola	AYO4882	20	103875
NIES-1287	Trebouxia corticola	AYO4884	20	103875
NIES-1288	Trebouxia corticola	AYO5330	20	103875
NIES-1446	Trebouxia corticola	AYO5357A	20	103875
NIES-1447	Trebouxia corticola	AYO5357B	20	103875
NIES-1448	Trebouxia corticola	AYO5357C	20	103875
NIES-1449	Trebouxia corticola	AYO5361A	20	103875
NIES-1450	Trebouxia corticola	AYO5361B	20	103875
NIES-1451	Trebouxia corticola	AYO5372	20	103875
NIES-1452	Trebouxia corticola	AYO5375A	20	103875
NIES-1453	Trebouxia corticola	AYO5375B	20	103875
NIES-1454	Trebouxia corticola	AYO5376	20	103875
NIES-1455	Trebouxia corticola	AYO5380	20	103875
NIES-2185	Trebouxia erici	nan	20	60131
NIES-2186	Trebouxia erici	nan	20	60131
NIES-2187	Trebouxia glomerata	nan	20	174040
NIES-2188	Trebouxia glomerata	nan	20	174040
NIES-1289	Trebouxia higginsiae	AYO4781	20	103877
NIES-1290	Trebouxia higginsiae	AYO4782	20	103877
NIES-1291	Trebouxia higginsiae	AYO4866	20	103877
NIES-1292	Trebouxia higginsiae	AYO4877	20	103877
NIES-1293	Trebouxia higginsiae	AYO4879	20	103877
NIES-1294	Trebouxia higginsiae	AYO4880	20	103877
NIES-1295	Trebouxia higginsiae	AYO4887	20	103877
NIES-1296	Trebouxia higginsiae	AYO4885	20	103877
NIES-1297	Trebouxia showmanii	AYO4778	20	134275
NIES-2349	Trebouxia sp.	AYO4869	20	647914
NIES-2648	Trentepohlia arborum	Handa-855-a	20	173375
NIES-2649	Trentepohlia aurea	Handa-838-a	20	173376
NIES-2650	Trentepohlia aurea	Handa-839-a	20	173376
NIES-2651	Trentepohlia aurea	Handa-840-a	20	173376
NIES-2652	Trentepohlia aurea	Handa-843-b	20	173376
NIES-3358	Trentepohlia bosseae	Handa-1002-a	20	647914
NIES-3359	Trentepohlia bosseae	Handa-1075-a	20	647914
NIES-3360	Trentepohlia bosseae	Handa-1279-a	20	647914
NIES-967	Trentepohlia sp.	TP-5	20	-1
NIES-1444	Trepomonas sp.	TKB-058 (NY0141)	15	-1
NIES-394	Treubaria triappendiculata	F67-5	20	1755147
NIES-556	Triceratium dubium	No.20	20	2749911
NIES-3600	Trichodesmium sp.	NIBB1067	25	1207
NIES-3999	Trichodesmium sp.	Chikyu14	22	-1
NIES-3370	Triparma eleuthera	SOLAS_F	20	172717
NIES-3371	Triparma eleuthera	BOUM117-22	22	172717
NIES-2565	Triparma laevis	TOY-0807	5	1534972
NIES-3699	Triparma laevis	TLLOY-0907	5	1534972
NIES-2682	Triparma pacifica	OLI 31 SE3	20	91992
NIES-3369	Triparma sp.	MICROVIR 3K_0	15	1411661
NIES-3890	Triparma sp.	HY1501	20	-1
NIES-3701	Triparma strigata	TSOY-0907	5	1606541
NIES-3700	Triparma verrucosa	TVOY-0907	5	1606542
NIES-789	Triploceras gracile	85-28-1	22	184533
NIES-790	Triploceras gracile	85-28-2	22	184533
NIES-791	Triploceras gracile	85-28-3	22	184533
NIES-792	Triploceras gracile	85-28-4	22	184533
NIES-793	Triploceras gracile	83-24-2	22	184533
NIES-794	Triploceras gracile	83-24-7	22	184533
NIES-795	Triploceras gracile	83-24-3	22	184533
NIES-796	Triploceras gracile	83-24-6	22	184533
NIES-1390	Tsukubamonas globosa	TKB-055 (NY0136)	20	875863
NIES-846	Tychonema bourrellyi	nan	20	54313
NIES-3861	Ulnaria delicatissima	Sort 145	20	1752157
NIES-3862	Ulnaria japonica	Sort 150	20	-1
NIES-536	Ulothrix zonata	4st-1'-24	15	43941
NIES-537	Ulothrix zonata	2Tst-1-1	15	43941
NIES-2878	Umbilicosphaera foliosa	OG-1	20	221443
NIES-2707	Umbilicosphaera hulburtiana	AC437	15	418950
NIES-2879	Umbilicosphaera hulburtiana	OG-2	20	418950
NIES-1324	Umbilicosphaera sibogae	MH 67	20	38819
NIES-2665	Umezakia natans	TAC611	20	198593
NIES-2502	Unidentified chlorarachniophyte	TKB-352	20	-1
NIES-1435	Unidentified coccoid	TKB-025 (YY-01)	20	-1
NIES-2757	Unidentified coccoid	MH 338	20	-1
NIES-2759	Unidentified coccoid	MH 395	15	-1
NIES-2760	Unidentified coccoid	MH 406	15	-1
NIES-2771	Unidentified coccoid	MH 316	20	-1
NIES-2772	Unidentified coccoid	MH 388	15	-1
NIES-2124	Unidentified cyanobacterium	Murano 387 (W1-21(2))	20	-1
NIES-3740	Unidentified cyanobacterium	SZ-12	20	-1
NIES-4287	Unidentified Oocystaceae	sort 20	20	-1
NIES-2566	Unidentified pedinophyte	"TKB-361; YPF 701"	20	-1
NIES-1386	Unidentified pelagophyte	TKB-085 (nrc061)	20	-1
NIES-1387	Unidentified pelagophyte	TKB-102 (ym-10)	20	-1
NIES-3845	Unidentified Ulvophyceae	Aka P83.A11	22	-1
NIES-3848	Unidentified Ulvophyceae	Ishigaki 7-27-A6	22	-1
NIES-1389	Unidentified yellow	TKB-092 (nrc068)	20	-1
NIES-4402	Urgorri complanatus	SH-4297-e	20	1176437
NIES-156	Urnella terrestris	NPL-111	20	-1
NIES-395	Uroglena americana	Strain 78	15	98068
NIES-538	Uronema confervicolum	4st-2-10	20	-1
NIES-539	Uronema gigas	4st-3-5	20	1306592
NIES-540	Uronema gigas	4st-0-16	20	1306592
NIES-2860	Vacuoliviride crystalliferum	nak-9	20	1550615
NIES-4277	Vacuoliviride crystalliferum	vacuo 1	20	1550615
NIES-3766	Vannella simplex	A17WVB	20	197532
NIES-3767	Vannella simplex	A6HEB	20	197532
NIES-2614	Vaucheria frigida	bb1	20	195983
NIES-2615	Vaucheria frigida	bb2	20	195983
NIES-2616	Vaucheria frigida	bf	20	195983
NIES-3729	Vexillifera westveldii	A18WVB	20	1678067
NIES-4109	Viridiuvalis adhaerens	SRT040	20	1977046
NIES-2147	Vischeria punctata	nan	20	643629
NIES-2148	Vischeria stellata	nan	20	1104407
NIES-875	Vitreochlamys aulata	Spha-5/1998-3-9	20	140671
NIES-876	Vitreochlamys aulata	Spha-8/1998-7-14	20	140671
NIES-877	Vitreochlamys aulata	nan	20	140671
NIES-878	Vitreochlamys aulata	nan	20	140671
NIES-879	Vitreochlamys fluviatilis	Spha-1/1997-12-5	20	140669
NIES-880	Vitreochlamys gloeocystiformis	970805-U-4	20	140670
NIES-3923	Vitreochlamys nekrassovii	isolation 25	20	140673
NIES-881	Vitreochlamys nekrassovii	nan	20	140673
NIES-882	Vitreochlamys ordinata	970804-S-4 (= Nozaki S-4)	20	78182
NIES-883	Vitreochlamys pinguis	Spha-12/1998-7-16	20	140672
NIES-4250	Vitreochlamys sp.	YgS1601C1	20	2170698
NIES-4252	Vitreochlamys sp.	YgS1603A2	20	2170699
NIES-4254	Vitreochlamys sp.	YgS1603D5	20	2170700
NIES-3780	Volvox africanus	2013-0703-VO4	20	51714
NIES-3784	Volvox africanus	VO4-F1-1	24	51714
NIES-863	Volvox africanus	nan	23	51714
NIES-241	Volvox aureus	S-9-8	20	47287
NIES-396	Volvox aureus	nan	23	47287
NIES-541	Volvox aureus	1706-2	23	47287
NIES-542	Volvox aureus	1706-4	23	47287
NIES-693	Volvox aureus	k-5	20	47287
NIES-694	Volvox aureus	31202-2-9	20	47287
NIES-864	Volvox aureus	970717-1	15	47287
NIES-891	Volvox aureus	970717-2	15	47287
NIES-892	Volvox aureus	990601-IV-9	15	47287
NIES-730	Volvox barberi	nan	23	51715
NIES-3874	Volvox capensis	M1-2	15	51716
NIES-397	Volvox carteri	V-4	25	3067
NIES-398	Volvox carteri	V-11	25	3067
NIES-580	Volvox carteri	6823-+-2	20	3067
NIES-581	Volvox carteri	90-1111-5	20	3067
NIES-732	Volvox carteri	KK-3	23	3067
NIES-733	Volvox carteri	KK-5	23	3067
NIES-865	Volvox carteri	nan	23	3067
NIES-866	Volvox carteri	nan	23	3067
NIES-4128	Volvox dissipatrix	Marb. 2RS 29	24	47288
NIES-2736	Volvox ferrisii	40225-VG-17	20	1075618
NIES-2737	Volvox ferrisii	2004-706-Vx2	20	1075618
NIES-2738	Volvox ferrisii	I-he	20	1075618
NIES-2739	Volvox ferrisii	I-ro	20	1075618
NIES-3986	Volvox ferrisii	2011-929-Vx2-F2-9	20	1075618
NIES-3987	Volvox ferrisii	Ax04-413	20	1075618
NIES-3988	Volvox ferrisii	2015-0502-VVx2-1	20	1075618
NIES-4465	Volvox ferrisii	2018-1031-VVx2	25	1075618
NIES-4535	Volvox ferrisii	2008-0614-Vx2-F1-1	24	1075618
NIES-867	Volvox gigas	nan	23	51717
NIES-2740	Volvox kirkiorum	2006-728-2-B8	20	1075617
NIES-543	Volvox kirkiorum	V-sp	23	1075617
NIES-868	Volvox obversus	nan	23	47289
NIES-2569	Volvox ovalis	Volvox ovalis	22	904358
NIES-4127	Volvox powersii	71-51	24	47290
NIES-3781	Volvox reticuliferus	2013-0703-VO1	20	1737510
NIES-3782	Volvox reticuliferus	2013-0703-VO2	20	1737510
NIES-3783	Volvox reticuliferus	2013-0703-VO3	20	1737510
NIES-3785	Volvox reticuliferus	VO123-F1-6	20	1737510
NIES-3786	Volvox reticuliferus	VO123-F1-7	20	1737510
NIES-4110	Volvox reticuliferus	VO123-F1-9	20	1737510
NIES-4111	Volvox reticuliferus	VO123-F1-10	20	1737510
NIES-4029	Volvox rousseletii	MI01	22	47791
NIES-4336	Volvox rousseletii	2015-0610-3v6	20	47791
NIES-4337	Volvox rousseletii	2015-0610-3v7	20	47791
NIES-4338	Volvox rousseletii	2015-0610-3v9	20	47791
NIES-4339	Volvox rousseletii	v-sgm-17	25	47791
NIES-4340	Volvox rousseletii	v-sgm-23	25	47791
NIES-4341	Volvox rousseletii	v-sgm-24	25	47791
NIES-4342	Volvox rousseletii	v-tani-9	25	47791
NIES-734	Volvox rousseletii	nan	23	47791
NIES-2307	Volvox sp.	nan	23	-1
NIES-4021	Volvox sp.	13-614-Vx12	20	1910889
NIES-4022	Volvox sp.	13-614-Vx13	20	1910889
NIES-4023	Volvox sp.	13-614-Vx15	20	1910889
NIES-4024	Volvox sp.	14-614-Vx02	20	1910889
NIES-4025	Volvox sp.	14-614-Vx04	20	1910889
NIES-4026	Volvox sp.	15-630-VVx4	20	1910889
NIES-4027	Volvox sp.	15-Sagami8-2	20	1910889
NIES-4028	Volvox sp.	15-Sagami12-2	20	1910889
NIES-4068	Volvox tertius	1-3 k-4	20	47292
NIES-4069	Volvox tertius	1-3 k-5	20	47292
NIES-544	Volvox tertius	nan	23	47292
NIES-869	Volvox tertius	nan	23	47292
NIES-731	Volvox zeikusii	nan	23	47288
NIES-893	Volvulina boldii	nan	20	51720
NIES-894	Volvulina boldii	nan	20	51720
NIES-2567	Volvulina compacta	TN-0205-2-Pn-1	20	51721
NIES-582	Volvulina compacta	89-804-4	20	51721
NIES-583	Volvulina compacta	89-804-7	20	51721
NIES-895	Volvulina pringsheimii	nan	20	47793
NIES-4471	Volvulina steinii	2017-0925-Isg5	20	51722
NIES-545	Volvulina steinii	1107-5 (-)	20	51722
NIES-546	Volvulina steinii	1107-8 (+)	20	51722
NIES-584	Volvulina steinii	89-306-1	20	51722
NIES-585	Volvulina steinii	89-423-1	20	51722
NIES-896	Volvulina steinii	nan	20	51722
NIES-897	Volvulina steinii	nan	20	51722
NIES-898	Volvulina steinii	nan	20	51722
NIES-4138	Vorticella sp.	Vor-5	20	-1
NIES-2189	Watanabea reniformis	Cambridge Univ. 211-9b	20	191674
NIES-2714	Watanabea reniformis	KR 1988/1	15	191674
NIES-1015	Wobblia lunata	#1	15	104657
NIES-1859	Yamagishiella unicocca	Hasu-1	20	51707
NIES-1860	Yamagishiella unicocca	Hasu-2	20	51707
NIES-1861	Yamagishiella unicocca	Hasu-4	20	51707
NIES-3982	Yamagishiella unicocca	2012-1026-YU-F2-6	20	51707
NIES-3983	Yamagishiella unicocca	2012-1026-YU-F2-1	20	51707
NIES-578	Yamagishiella unicocca	01209-1	20	51707
NIES-579	Yamagishiella unicocca	01209-7	20	51707
NIES-666	Yamagishiella unicocca	X-441	20	51707
NIES-667	Yamagishiella unicocca	X-443	20	51707
NIES-870	Yamagishiella unicocca	970730-E-1	15	51707
NIES-871	Yamagishiella unicocca	970730-E-7	15	51707
NIES-872	Yamagishiella unicocca	970801-E-5 (= Nozaki E-5)	15	51707
NIES-873	Yamagishiella unicocca	970801-E-9	15	51707
NIES-874	Yamagishiella unicocca	970801-E-10	15	51707
